player_name,IP,hr,k,bb,K%,BB%,hbp,xSLG,wOBA,xwOBA
"Lee, Chase",37.1,7,36,9,24.3,6.1,2,0.508,0.322,0.346
"DeSclafani, Anthony",38.2,11,36,12,21.3,7.1,5,0.425,0.354,0.316
"Vesia, Alex",59.2,9,80,22,33.8,9.3,5,0.346,0.269,0.274
"Estrada, Lazaro",7.1,2,10,1,28.6,2.9,2,0.453,0.412,0.341
"Gibson, Kyle",12.1,7,10,7,13.7,9.6,0,0.656,0.577,0.441
"Houck, Tanner",43.2,10,32,17,15.8,8.4,5,0.492,0.395,0.376
"Palencia, Daniel",52.2,5,61,16,28.4,7.4,2,0.354,0.284,0.282
"Mahle, Tyler",86.2,5,66,29,19.1,8.4,0,0.413,0.265,0.319
"Rutledge, Jackson",73.1,16,65,25,19.6,7.6,7,0.448,0.374,0.335
"Cecconi, Slade",132,24,109,32,20,5.9,3,0.489,0.319,0.343
"Castro, Miguel",6,1,4,5,14.3,17.9,1,0.36,0.374,0.347
"Kimbrel, Craig",12,2,17,7,34.7,14.3,0,0.371,0.326,0.314
"Cameron, Noah",138.1,18,114,43,20.5,7.7,3,0.41,0.281,0.313
"Svanson, Matt",60.1,3,68,20,29.1,8.5,4,0.337,0.225,0.275
"Strickland, Hunter",22,2,14,10,15.4,11,0,0.397,0.282,0.309
"Gray, Sonny",180.2,25,201,38,26.7,5,3,0.416,0.314,0.306
"Hall, DL",38.2,2,27,17,17.4,11,0,0.353,0.246,0.294
"Yamamoto, Yoshinobu",173.2,14,201,59,29.4,8.6,3,0.304,0.244,0.259
"Soriano, George",36.2,10,36,19,20.8,11,2,0.54,0.405,0.402
"Wilcox, Cole",1,0,1,3,8.3,25,0,0.498,0.498,0.449
"Contreras, Roansy",12.2,3,6,2,11.8,3.9,1,0.417,0.324,0.291
"Mears, Nick",56.2,7,46,14,20.7,6.3,1,0.466,0.266,0.324
"Hurter, Brant",63,4,68,27,24.5,9.7,11,0.327,0.303,0.297
"Pearson, Nate",14.2,2,7,10,9.3,13.3,1,0.464,0.407,0.373
"Beck, Tristan",56.2,7,41,16,17.7,6.9,2,0.429,0.286,0.326
"Palisch, Jake",1,0,0,0,0,0,0,0.628,0.503,0.447
"Schlittler, Cam",73,8,84,31,27.6,10.2,5,0.384,0.291,0.314
"Dubin, Shawn",33.2,6,28,11,19.3,7.6,2,0.376,0.351,0.301
"Fuentes, Didier",13,6,12,6,17.4,8.7,2,0.574,0.486,0.411
"Cabrera, Edward",137.2,17,150,48,25.8,8.3,10,0.394,0.303,0.312
"Darrell-Hicks, Michael",9.2,1,8,4,18.6,9.3,1,0.535,0.322,0.406
"Boushley, Caleb",43.1,5,41,14,21.2,7.3,2,0.496,0.356,0.37
"Harrison, Kyle",35.2,4,38,14,24.4,9,1,0.409,0.315,0.316
"Gilbreath, Lucas",1,1,2,0,50,0,0,1.133,0.509,0.639
"Pfaadt, Brandon",176.2,26,147,37,19.2,4.8,12,0.494,0.339,0.352
"Curry, Xzavion",3,0,1,3,6.3,18.8,0,0.342,0.35,0.318
"Jacob, Alek",33.1,6,23,14,15,9.2,6,0.436,0.361,0.344
"Guenther, Sean",10.1,0,8,5,18.6,11.6,0,0.467,0.303,0.366
"Abreu, Bryan",71,4,105,31,35.5,10.5,4,0.338,0.261,0.288
"Gillaspie, Logan",7,1,4,4,12.9,12.9,1,0.49,0.349,0.399
"Strowd, Kade",26.1,1,24,13,22.9,12.4,1,0.258,0.241,0.262
"Ogasawara, Shinnosuke",38.2,9,30,17,17.3,9.8,3,0.469,0.377,0.355
"Toussaint, Touki",2,0,3,1,27.3,9.1,0,0.346,0.417,0.291
"Lucchesi, Joey",38.1,4,31,12,18.8,7.3,2,0.371,0.298,0.293
"Lao, Sauryn",11,2,9,2,18.4,4.1,1,0.489,0.372,0.348
"Dobbins, Hunter",61,6,45,17,17.6,6.6,2,0.415,0.31,0.308
"Snider, Collin",26.1,3,24,6,20.2,5,2,0.51,0.366,0.361
"Walker, Ryan",61.1,4,60,18,22.6,6.8,8,0.368,0.306,0.304
"Webb, Logan",207,14,224,46,26.2,5.4,6,0.385,0.303,0.295
"Roberts, Ethan",9,3,6,2,15.4,5.1,1,0.565,0.398,0.38
"Yates, Kirby",41.1,9,52,18,29.1,10.1,1,0.422,0.354,0.317
"McCaughan, Darren",5.1,0,6,1,26.1,4.3,0,0.326,0.238,0.256
"Vodnik, Victor",50.2,4,49,26,22.8,12.1,0,0.394,0.308,0.317
"Brzykcy, Zach",23,6,24,12,21.8,10.9,2,0.477,0.393,0.367
"de Geus, Brett",2,0,0,3,0,30,0,0.3,0.296,0.348
"Crochet, Garrett",205.1,24,255,46,31.3,5.7,3,0.347,0.27,0.266
"Hernández, Daysbel",37,3,33,29,20.2,17.8,2,0.343,0.31,0.318
"Lugo, Seth",145.1,27,125,55,20.5,9,6,0.48,0.329,0.348
"Joyce, Ben",4.1,1,1,2,4.8,9.5,0,0.534,0.382,0.374
"Gibaut, Ian",25.1,3,15,8,13.8,7.3,0,0.428,0.313,0.312
"La Sorsa, Joe",6.2,4,2,2,6.1,6.1,0,0.514,0.552,0.357
"Bassitt, Chris",170.1,22,166,52,22.6,7.1,13,0.4,0.324,0.316
"Kahnle, Tommy",63,8,50,31,18.7,11.6,1,0.413,0.302,0.328
"Turnbull, Spencer",6.1,1,4,4,12.1,12.1,0,0.484,0.472,0.37
"Rodriguez, Eduardo",154.1,25,143,60,20.6,8.6,1,0.431,0.353,0.328
"Quijada, José",1.1,0,3,2,37.5,25,0,0.375,0.283,0.397
"Wheeler, Zack",149.2,19,195,33,33.3,5.6,8,0.313,0.263,0.247
"Roa, Christian",3,0,3,3,25,25,0,0.635,0.277,0.473
"Melton, Troy",45.2,7,36,15,20,8.3,1,0.406,0.268,0.297
"Wilson, Steven",55.1,7,51,22,21.2,9.1,3,0.382,0.296,0.302
"Rodríguez, Yariel",73,8,66,34,22.1,11.4,6,0.385,0.281,0.317
"Soriano, José",169,12,152,78,21,10.8,5,0.367,0.309,0.312
"Granillo, Andre",21,3,18,7,19.8,7.7,1,0.386,0.344,0.307
"López, Pablo",75.2,6,73,20,23.4,6.4,4,0.398,0.274,0.308
"Gervase, Paul",8.1,3,8,6,20.5,15.4,0,0.408,0.386,0.315
"Seabold, Connor",10.1,1,10,6,20.8,12.5,0,0.432,0.339,0.326
"Hill, Rich",9,2,4,8,9.3,18.6,0,0.479,0.376,0.391
"Anderson, Nick",14.2,3,10,3,16.1,4.8,0,0.442,0.355,0.326
"Fried, Max",195.1,14,189,51,23.6,6.4,10,0.357,0.272,0.287
"Thompson, Zach",3.2,0,3,1,25,8.3,0,0.154,0.058,0.172
"Castillo, Luis",180.2,23,162,46,21.7,6.2,7,0.418,0.304,0.312
"Mayza, Tim",16.2,2,15,5,20.3,6.8,2,0.328,0.32,0.274
"Rangel, Alan",11,1,8,6,17.4,13,0,0.49,0.331,0.365
"Miley, Wade",12,3,7,6,12.7,10.9,1,0.563,0.413,0.411
"Fitzgerald, Ryan",2,0,0,0,0,0,0,0.813,0.221,0.522
"Hodge, Porter",33,9,40,18,27.2,12.2,0,0.4,0.377,0.317
"Lazar, Max",41.1,7,26,12,15.3,7.1,0,0.505,0.329,0.371
"Devenski, Chris",16.2,1,14,5,21.5,7.7,2,0.386,0.252,0.3
"Garza, Justin",6.2,1,3,1,10.7,3.6,0,0.524,0.344,0.375
"Liberatore, Matthew",151.2,19,122,40,18.8,6.2,4,0.465,0.318,0.339
"Parker, Mitchell",164.2,25,103,58,14.2,8,4,0.507,0.342,0.37
"Maxwell, Zach",10,3,13,4,30.2,9.3,0,0.382,0.384,0.306
"Phillips, Tyler",77.2,8,52,24,16.6,7.7,2,0.37,0.284,0.298
"Roycroft, Chris",20.2,2,15,12,14.9,11.9,1,0.473,0.383,0.365
"Guerrero, Luis",17.1,0,10,14,13.9,19.4,0,0.404,0.26,0.379
"Wynne, Randy",3,1,3,1,23.1,7.7,0,0.528,0.374,0.33
"Detmers, Reid",63.2,6,80,25,30.1,9.4,2,0.363,0.295,0.296
"Armstrong, Shawn",74,5,74,20,26.1,7,6,0.338,0.224,0.272
"Merryweather, Julian",18.2,2,15,11,17,12.5,0,0.491,0.365,0.391
"Muñoz, Rolddy",3.2,1,5,5,23.8,23.8,2,0.435,0.457,0.412
"Brigham, Jeff",3.1,1,3,1,16.7,5.6,0,0.669,0.446,0.476
"Winn, Keaton",10,1,9,2,21.4,4.8,0,0.404,0.348,0.282
"Rocker, Kumar",64.1,11,56,23,19.5,8,4,0.492,0.352,0.364
"Herget, Kevin",13,0,6,5,10.7,8.9,0,0.406,0.277,0.324
"Walter, Brandon",53.2,10,52,4,24.5,1.9,3,0.391,0.288,0.282
"Henry, Cole",52.2,7,52,32,21.6,13.3,11,0.366,0.328,0.326
"Buttó, José",67,4,58,32,20.4,11.3,2,0.417,0.318,0.328
"Ellard, Fraser",17,1,22,19,29.7,25.7,1,0.346,0.303,0.357
"Buehler, Walker",126,22,92,60,16.3,10.6,11,0.45,0.348,0.355
"Wells, Tyler",21.2,4,18,2,22,2.4,0,0.45,0.279,0.296
"Little, Jack",3,0,2,1,14.3,7.1,1,0.249,0.403,0.264
"Little, Brendon",68.1,2,91,45,30.8,15.3,2,0.291,0.273,0.286
"Saalfrank, Andrew",29,1,19,10,16.8,8.8,0,0.421,0.229,0.311
"Sanders, Cam",6.2,2,4,5,11.8,14.7,0,0.618,0.414,0.441
"Sterner, Justin",65,10,70,21,26.3,7.9,7,0.366,0.278,0.285
"Marinaccio, Ron",10.2,0,12,4,28.6,9.5,0,0.23,0.192,0.211
"Ramírez, Erasmo",11,2,5,2,11.9,4.8,0,0.476,0.297,0.328
"Keller, Mitch",176.1,21,150,51,20,6.8,10,0.43,0.313,0.326
"Trivino III, Lou",47.2,6,37,18,17.9,8.7,6,0.443,0.323,0.346
"Whitley, Forrest",12,3,12,8,18.2,12.1,1,0.558,0.451,0.412
"Walters, Andrew",1.1,1,2,0,33.3,0,0,0.579,0.548,0.306
"Abel, Mick",39,8,39,16,22.4,9.2,1,0.455,0.351,0.346
"Miller, Shelby",46,5,54,15,29,8.1,4,0.378,0.26,0.292
"Green, Chad",43.2,14,35,13,18.4,6.8,2,0.557,0.385,0.37
"Hamilton, Ian",40,5,42,22,25.3,13.3,1,0.389,0.296,0.315
"Jobe, Jackson",49,7,39,27,17.9,12.4,2,0.438,0.337,0.34
"Cannon, Jonathan",103.2,19,86,38,18.5,8.2,6,0.485,0.358,0.354
"Gore, MacKenzie",159.2,20,185,63,27.2,9.3,5,0.415,0.318,0.322
"Gray, Jon",14,5,12,6,19,9.5,0,0.56,0.385,0.377
"Salazar, Eduardo",29,7,23,17,15.2,11.3,1,0.477,0.443,0.369
"Smith, Cade",73.2,4,104,19,34.7,6.3,4,0.299,0.255,0.248
"Matsui, Yuki",63.1,10,61,33,22.4,12.1,1,0.397,0.318,0.313
"Anderson, Tyler",136.1,28,104,57,17.4,9.5,3,0.48,0.341,0.345
"Barlow, Scott",68.1,8,75,45,24.8,14.9,6,0.365,0.301,0.323
"Garrett, Reed",55.1,5,64,26,26.9,10.9,1,0.342,0.292,0.292
"Klein, Will",15.1,0,21,10,30,14.3,2,0.348,0.317,0.324
"Sale, Chris",125.2,11,165,32,32.4,6.3,11,0.32,0.278,0.264
"Robert, Daniel",13,2,15,10,25.4,16.9,0,0.364,0.339,0.32
"Abbott, Andrew",166.1,19,149,43,21.8,6.3,3,0.385,0.288,0.294
"Bowden, Ben",10.2,2,7,5,14.9,10.6,0,0.611,0.346,0.39
"Harris, Hogan",64.2,5,65,33,23.5,11.9,1,0.353,0.289,0.305
"Thielbar, Caleb",58,5,56,13,25.5,5.9,0,0.321,0.236,0.247
"Henriquez, Ronny",73,8,98,27,32.3,8.9,4,0.349,0.269,0.269
"Crismatt, Nabil",34,6,25,9,16.3,5.9,1,0.436,0.34,0.33
"Gusto, Ryan",101.2,17,97,36,21.4,7.9,5,0.446,0.348,0.33
"Beeks, Jalen",57.1,6,47,20,20.3,8.7,2,0.398,0.271,0.306
"deGrom, Jacob",172.2,26,185,37,27.7,5.5,3,0.391,0.259,0.286
"Arias, Luarbert",10.1,2,10,5,18.2,9.1,2,0.555,0.443,0.414
"Legumina, Casey",49.2,7,55,25,25.1,11.4,2,0.378,0.325,0.304
"Feyereisen, J.P.",4,2,4,1,17.4,4.3,0,0.615,0.597,0.411
"Miller, Erik",30,0,22,20,17.2,15.6,3,0.354,0.297,0.33
"Holderman, Colin",25.2,4,18,16,14.4,12.8,2,0.428,0.399,0.364
"Falter, Bailey",125.1,19,81,46,15.6,8.9,1,0.462,0.324,0.34
"Hagenman, Justin",23.2,4,23,2,23.2,2,1,0.464,0.301,0.316
"Dunning, Dane",20.2,4,21,7,22.1,7.4,3,0.506,0.361,0.36
"Varland, Louis",72.2,6,75,22,25.3,7.4,2,0.395,0.299,0.311
"Piña, Robinson",2.1,1,1,1,7.1,7.1,0,0.717,0.473,0.484
"Fulmer, Michael",5.2,1,3,2,13,8.7,0,0.694,0.389,0.45
